X,Z,Accumulation_sb_m
2930000.0,-230.7153727282918,1404.8019056289393
2930000.0,-230.71594029925126,1404.8013380579798
2930000.0,-230.71650776088123,1404.80077059635
2930000.0,-230.7170751117199,1404.8002032455108
2930000.0,-230.71764235233894,1404.799636004892
2930000.0,-230.71820948535486,1404.7990688718758
2930000.0,-230.71877650980517,1404.7985018474253
2930000.0,-230.71934342493097,1404.797934932299
2930000.0,-230.7199102300491,1404.7973681271808
2930000.0,-230.72047692382642,1404.7968014334042
2930000.0,-230.72104351016256,1404.7962348470678
2930000.0,-230.7216099887934,1404.7956683684367
2930000.0,-230.72217635834022,1404.79510199889
2930000.0,-230.71915143233778,1404.7981269248921
2890000.0,-78.71622495142505,1458.583814282443
2890000.0,-78.71558091507332,1458.5844583187945
2890000.0,-78.7149372111828,1458.585102022685
2890000.0,-78.71429384151257,1458.5857453923554
2890000.0,-78.71365080582225,1458.5863884280457
2890000.0,-78.7130081044071,1458.5870311294607
2890000.0,-78.71236573667359,1458.5876734971941
2890000.0,-78.71172370527431,1458.5883155285928
2890000.0,-78.71108200862236,1458.588957225245
2890000.0,-78.7104406430966,1458.5895985907705
2890000.0,-78.70979961008258,1458.5902396237846
2890000.0,-78.70915891033934,1458.5908803235277
2890000.0,-78.70851854380302,1458.591520690064
2890000.0,-78.70787851059258,1458.5921607232744
2890000.0,-78.70723881138632,1458.5928004224809
2890000.0,-78.70659945026125,1458.593439783606
2890000.0,-78.7059604187179,1458.5940788151495
2890000.0,-78.70532171895101,1458.5947175149163
2890000.0,-78.70468335146404,1458.5953558824033
2890000.0,-78.70404531557737,1458.59599391829
2890000.0,-78.70340761225968,1458.596631621608
2890000.0,-78.70277024808348,1458.5972689857845
2890000.0,-78.70213321685559,1458.5979060170118
2890000.0,-78.7014965139319,1458.5985427199357
2890000.0,-78.70086014167462,1458.599179092193
2890000.0,-78.70022409991346,1458.599815133954
2890000.0,-78.69958839152822,1458.6004508423396
2890000.0,-78.69895301678226,1458.6010862170858
2890000.0,-78.69831797197781,1458.6017212618901
2890000.0,-78.69768325889567,1458.6023559749722
2890000.0,-78.69704887657453,1458.6029903572933
2890000.0,-78.696414825736,1458.6036244081317
2890000.0,-78.69578110781158,1458.6042581260558
2890000.0,-78.69514772519139,1458.604891508676
2890000.0,-78.6945146720307,1458.6055245618368
2890000.0,-78.69388194741913,1458.6061572864485
