X,Y,Z,River_mouth_Lengh_m,Flexure_m,Accumulation_m,Flexure_min_m,Flexure_mean_m,Flexure_max_m
2235676.866,845006.0849,29.30673217,2702255.719,-243.8155599,489.805365,-573.4181956,-224.2171246,124.9492317
2203558.788,1082368.589,46.6538218,2569433.479,-182.0852278,389.5523226,-538.6107932,-181.7807791,146.1222293
2352752.209,1449033.407,-2.529966107,3057352.454,-348.32682,690.768321,-638.455919,-333.576888,30.48512791
2441783.616,1642528.584,-49.3883728,3345231.661,-358.7356249,783.1028446,-580.8048761,-324.2990664,-100.7000259
2374886.695,1499831.703,-30.96045685,3132362.041,-361.8904345,713.2096392,-621.7085477,-345.6963143,1.76058522
2200790.595,1132484.444,29.1260915,2620159.883,-165.5747619,348.884986,-524.1489431,-164.311512,175.889263
2214853.382,1083098.459,47.29465874,2583393.676,-205.7505261,430.8052589,-560.4413456,-201.9720629,138.7103372
2396695.029,1389643.764,-1.174412743,3064615.104,-463.1626992,906.5883622,-734.9800008,-438.8073144,-81.11616577
2602973.024,1414072.137,-55.24358896,3385873.492,-711.1841187,1487.003311,-846.1930209,-674.6678587,-446.8218915
2452872.449,1399116.711,-29.82782824,3153994.69,-529.469194,1037.824143,-795.6586653,-519.4641696,-192.2051986
2203301.919,1181042.009,28.35868418,2726880.604,-151.7778195,328.6712972,-524.2130667,-156.8059994,198.9826781
2211811.1,1137421.65,46.90064406,2616480.823,-190.6312151,404.7259423,-553.0806133,-188.072543,168.1627507
2326304.264,1556353.887,-3.437017389,3121156.737,-299.1006041,589.9208628,-611.1755726,-272.1769865,142.7753297
2435927.541,1772447.226,-47.85519349,3434549.766,-320.2577798,728.3219258,-558.6709406,-284.7350569,-53.34936741
2347195.235,1630027.924,-30.0475419,3222308.247,-302.912985,593.3357453,-587.7639204,-275.0710717,116.919364
2230980.852,1201822.438,29.08944578,2695899.072,-208.6764304,426.831894,-569.3333677,-203.6012315,178.3647781
2228020.871,988201.6304,47.02955686,2576361.376,-255.1203754,521.4853815,-582.7066177,-233.5651461,102.1528095
2458644.331,1442322.629,-4.447445612,3223776.297,-563.2109992,1108.055972,-833.1212485,-541.4331522,-199.1900262
2523967.577,1669097.544,-48.53184663,3590061.006,-518.0751715,1094.741725,-756.2735416,-494.1141755,-249.971562
2417116.328,1578293.791,-18.94169853,3415855.683,-442.3222695,859.9884558,-726.4166152,-422.1217032,-61.41551978
2300085.592,1117065.973,28.84368721,2767964.346,-366.8426669,707.6695455,-683.4332393,-351.4379034,20.98633937
2222662.987,1035872.455,46.70284388,2641773.104,-234.9272455,480.1960501,-585.4028496,-223.587661,121.7119058
2504243.859,1023972.595,-4.026116017,3155273.283,-694.4704568,1373.462367,-949.4465894,-689.1825279,-391.8896557
2689996.371,1001892.643,-49.41277707,3366534.44,-937.2732771,1974.957472,-1035.55923,-905.9149981,-686.451883
2595293.411,1003444.42,-34.35891752,3260067.684,-831.5970343,1686.149701,-1042.148461,-813.7290322,-540.8911648
2268705.526,1118669.331,29.05584533,2743036.473,-314.1414526,608.0465189,-642.828884,-294.0500309,84.40004729
2237243.13,1056737.898,46.64088287,2657887.269,-271.1010927,543.0286439,-608.5267566,-248.7865774,111.650771
2559482.704,1293788.311,-3.06163832,3188215.663,-763.4678247,1522.937002,-1020.860101,-752.1605622,-435.9147342
2605289.482,1548681.494,-48.2759083,3498007.681,-735.6127912,1511.448576,-944.9264681,-703.8431702,-437.4601495
2560493.574,1388338.304,-31.64940279,3297738.646,-735.1177551,1450.693748,-986.0895664,-725.4434892,-413.1100109
2303705.394,1160802.759,28.37958903,2822074.355,-360.4934683,694.9879463,-705.6019122,-354.8581224,48.83750419
2255988.521,1063629.189,46.76003481,2662166.104,-309.9398144,612.7458155,-641.7914739,-284.4144555,84.15213494
2554695.415,1195935.904,-1.788613531,3217007.82,-776.8673271,1536.225625,-1055.785249,-773.3363972,-455.2122127
2728006.435,1257847.68,-51.7335128,3590056.544,-1014.040064,2095.025769,-1144.080769,-982.8626713,-725.5926828
2601265.063,1279359.065,-29.65967213,3327466.221,-834.8022511,1653.637985,-1107.875069,-828.0775784,-514.4292926
2326512.642,993055.4122,28.35691976,2791441.555,-433.6173543,844.2816857,-754.1558466,-413.1555134,-52.88442807
2255914.772,976160.3301,47.20924113,2627503.852,-307.7325166,613.0134343,-648.5985103,-288.096805,72.60337307
