X,Z,Accumulation_sb_m
2930000.0,-406.5038140513798,1229.0134643058511
2930000.0,-406.5049299926417,1229.0123483645893
2930000.0,-406.50604571392284,1229.0112326433077
2930000.0,-375.18957009099154,1260.3277082662391
2930000.0,-172.8075725366865,1462.7097058205427
2930000.0,-95.72962391984622,1539.787654437384
2930000.0,-95.7302891290487,1539.7869892281817
2930000.0,-95.7309542583436,1539.7863240988866
2930000.0,-95.73161930768437,1539.785659049546
3080000.0,-544.4242320600403,1455.0301469116748
3050000.0,-217.5773134981298,1706.737576470258
3050000.0,-182.64164815536873,1741.6732418130189
3050000.0,-95.94286787897619,1828.3720220894113
3160000.0,-463.2981187235504,1731.0504666453207
3160000.0,-234.42045798887597,1959.9281273799952
3160000.0,-191.8335986432302,2002.5149867256414
3160000.0,-191.83780730045467,2002.5107780684168
3160000.0,-174.24102144910776,2020.1075639197634
3160000.0,-123.01338304851751,2071.335202320354
3160000.0,-111.76269584009066,2082.5858895287806
3160000.0,-99.9490694353161,2094.3995159335545
3160000.0,-97.9473528415327,2096.401232527338
3160000.0,-80.86248031368555,2113.486105055185
3160000.0,-73.15328484358405,2121.1953005252863
3160000.0,-69.9026043194266,2124.445981049443
3160000.0,-69.25705478087438,2125.091530587995
3160000.0,-62.07111914775991,2132.27746622111
3160000.0,-62.07331528905179,2132.275270079818
3160000.0,-53.8137531201388,2140.534832248731
3160000.0,-53.815436844754274,2140.533148524116
3160000.0,-53.817120430539426,2140.5314649383304
3160000.0,-52.071130517000256,2142.2774548518696
3160000.0,-49.657705240062086,2144.6908801288087
3160000.0,-47.00508053148427,2147.3435048373854
3160000.0,-44.609676919722496,2149.7389084491474
3160000.0,-41.179319220339934,2153.16926614853
3350000.0,-1234.0379455231107,1360.6215115906002
3350000.0,-1221.7613745897122,1372.8980825239983
3350000.0,-1211.448815422231,1383.2106416914796
3350000.0,-1199.3720420619125,1395.2874150517982
3350000.0,-1197.3868614909916,1397.2725956227193
3350000.0,-1192.0455874689287,1402.613869644782
3350000.0,-1182.4937731156497,1412.1656839980608
3350000.0,-1179.928492496433,1414.730964617278
3350000.0,-1132.1449576297812,1462.5144994839295
3350000.0,-1080.389648703264,1514.2698084104472
3250000.0,-313.2547938127226,2096.0656867760254
3250000.0,-262.13798760319816,2147.18249298555
3250000.0,-247.44227016202487,2161.8782104267234
3250000.0,-233.202138518846,2176.118342069902
3350000.0,-912.6170160529757,1682.042441060735
