X,Y,Z,River_mouth_Lengh_m,Flexure_m,Accumulation_m,Flexure_min_m,Flexure_mean_m,Flexure_max_m
2152673.924175721,966518.1939065884,-3.5400704992732033,2355397.00709833,-50.87354337357548,144.50953011736613,-377.27154458849225,-62.6206428825135,144.1928968108919
2156076.9343913007,975236.61916483,-0.34061492464822457,2355480.394899799,-66.27641157227997,187.0746180811534,-381.76860057939535,-67.50355816908858,146.86649502923999
2158402.466855225,1016091.6586630394,2.577746830352163,2358552.3542279373,-67.02865385880577,186.6750991024725,-386.0844738263212,-69.87216483076725,146.6142497115614
2154042.8208747064,936434.6532563807,5.3859398749112986,2380238.0084163034,-46.56571762312844,103.8645920719247,-390.238349066051,-65.83971370523902,152.84606901613293
2138482.050712161,955995.822567429,9.028556999272713,2342706.350132019,-38.85381346949464,52.17257854620088,-361.6149151866923,-45.480626568753586,163.6895117637628
2123804.8922447735,958761.8060920605,11.727887918412744,2329106.64735135,-10.249030965786153,-25.884913055740174,-348.9127878462936,-27.686973529075022,172.10698463321012
2123804.8922447735,958761.8060920605,14.282361173405373,2332805.6451381887,-11.435073998888589,-22.760645022756325,-352.684405436394,-28.501036306510784,174.5970233787024
2111359.1012278562,978951.140806289,16.891060574251977,2304663.6698638992,4.880079419023066,-43.99268386807416,-338.44825431706187,-12.948756547965267,181.29177718698517
2095914.7115940875,1004501.8438864843,18.951521234194686,2290124.591052295,20.868995776179197,2.1071805516169917,-309.8075342110396,6.718132933360431,192.14944331325447
2111574.3159833015,1007281.9606534829,20.935088932845225,2327795.263093586,1.487612148561265,-18.766858410653704,-342.98796690236935,-14.396222079199438,185.1749494950874
2095914.7115940875,1004501.8438864843,22.489464983028338,2317907.120148667,19.978028292585048,-3.065264889247839,-315.9185570933858,6.213211522534927,196.6370550464349
2078398.8047211703,982103.3294787066,23.705554372056344,2310667.5158824995,46.973224839150085,-89.32055154266766,-281.6578700391444,29.751628406441263,209.18644072187186
2111574.3159833015,1007281.9606534829,24.468081742551618,2359087.50220239,0.6757172231946817,-15.543776046755305,-352.73982830409125,-14.880177697875672,192.8304991913066
2108022.9942802466,997242.0196167142,24.973879365201444,2344342.571875377,2.326192329295839,19.586416399954658,-339.5907879863784,-8.786795010809314,200.08330607827935
2125897.437608845,996567.5388037406,24.997212640383758,2362229.7362307007,-28.473655686162175,95.98640669594812,-377.2375633678578,-35.065086729319944,192.6789708470556
2198956.0935735134,984130.5198401881,24.484605139151014,2440300.2613983834,-153.6711568532109,347.3922332655259,-500.1175913511837,-150.54311900561098,143.29029105664742
2244855.133411236,971887.5760400315,23.67596046637764,2495202.738483052,-232.21351145247644,485.5956075651967,-579.5860325881565,-230.59655138394606,93.39770126311569
2318947.5995511455,923920.2250703922,22.427915869420644,2588229.251990162,-375.7249844142662,746.009077186441,-680.4753296186493,-358.76957979019113,-2.977751655210945
2355916.7203659555,955364.4644077552,20.93726406298055,2634186.2520125387,-450.4624261906102,892.4159795005386,-737.5650815724199,-425.18603856093785,-73.82430571516677
2388687.2803758797,932691.2912976922,19.1533414968293,2664194.2101019844,-505.46777144861505,996.3649494549919,-777.7304672084879,-480.6039089065958,-131.86476762774873
2426115.908689139,955502.4575000841,16.960577551953897,2717667.110097575,-577.2720131002761,1144.652641079324,-825.4122692660536,-544.4017942808938,-208.58211582602422
2439012.8630371597,954864.8297913215,14.729938236898121,2730579.817038798,-596.9157312473287,1180.5661226568488,-845.5694378859276,-566.8766153437956,-225.60915597090917
2470296.644932175,977687.9668095768,11.913429194127708,2769885.6808802392,-646.1277675626496,1285.8106666396243,-887.1770444020942,-618.4019207964222,-301.74379072432095
2485169.093075796,970919.8378247684,9.233366563276183,2786225.7324021803,-680.1520713217459,1352.7611940180159,-911.3064825363037,-643.3641729575701,-318.3414236610256
2517890.7982283235,972737.087234689,6.169081417227366,2820044.485018203,-732.5478342961067,1463.6920689159037,-944.2571258113403,-693.5064277585084,-375.92481497844125
2526495.7748448965,965969.327252422,3.2228112965372713,2830992.0051825754,-748.0426388035477,1492.557726027328,-966.3769537437407,-710.5553794082672,-392.0668193410342
2567770.8355847327,940693.388095733,-0.09271754406174021,2880715.7648282163,-812.0816414864187,1628.2093543533122,-997.7854780496489,-771.4533265163376,-468.22926750849456
2593284.4546416374,921478.6796052413,-3.4184553383534104,2917364.24548023,-843.6979361135558,1693.8192575898813,-1022.7451868151392,-809.7022088462436,-517.1487685597151
2593284.4546416374,921478.6796052413,-6.338296897737049,2917364.24548023,-846.9804640930239,1694.1705290697619,-1044.3996654633065,-815.097549242586,-516.441937506688
2607337.519523222,921861.8216552957,-9.287053309588265,2931422.5323743206,-882.0141437069647,1768.921338004507,-1068.309883019986,-837.2545367493957,-533.8123161918792
2607337.519523222,921861.8216552957,-12.035202916992432,2931422.5323743206,-884.704399399545,1768.869337677206,-1090.716972503913,-842.1418389075214,-532.9708448749343
2617733.788369139,913532.6070092323,-14.794558279199348,2944743.8769962713,-903.2059839935084,1805.5297198889307,-1112.6512503505148,-860.7863606416581,-550.070053044548
2607337.519523222,921861.8216552957,-17.002580767950157,2931422.5323743206,-887.8375068079839,1767.7508235320909,-1127.5893564337462,-849.5619974685474,-531.4174780557477
2647301.2236375078,925886.0427063646,-19.296508629569182,2971637.1174953235,-956.4883386830496,1919.4378874898237,-1158.8943864240666,-911.249563387138,-601.9820715018757
2619504.5389460335,923308.494964187,-21.007918080378985,2956633.6291674175,-907.642308605499,1806.3445142624719,-1163.0708586087505,-874.151066831583,-547.6325127821931
2634975.3561066655,925541.8588353964,-22.587669878194486,2972264.819070906,-926.8459924484943,1846.7521890940975,-1188.37483144948,-901.0739920282246,-582.9955325950352
2634975.3561066655,925541.8588353964,-23.75099370095201,2972264.819070906,-927.5198658860326,1846.5789952790838,-1205.391705259516,-904.1521891629224,-582.1679783284168
2634975.3561066655,925541.8588353964,-24.62032176410457,2977162.305410592,-928.0407755657404,1846.4769001942266,-1219.4943472722473,-906.962096472644,-581.3638742341619
2634975.3561066655,925541.8588353964,-25.077851886656713,2977162.305410592,-928.4159663605631,1846.4567716722595,-1232.5052818333495,-909.4769426201323,-580.5984191593126
2607337.519523222,921861.8216552957,-25.01233843860358,2949278.3923282456,-889.8917580548375,1762.5494374329664,-1212.807036114513,-864.6276135812133,-526.3080433026053
2593284.4546416374,921478.6796052413,-24.506971770114777,2935220.105434155,-851.4016311582596,1682.7767116286075,-1209.0764792821738,-843.8547327449403,-507.80527891271004
2577337.623344942,936101.22821411,-23.90588046872547,2938263.420857841,-837.863657446505,1661.9729762736856,-1184.794394645309,-816.3021140062261,-476.23557652872375
2568533.297278698,930177.107777578,-22.614401494467963,2938741.9396091346,-817.2960967040824,1612.8596815314152,-1177.8719962807386,-801.791797008067,-457.050533265839
2554953.8830328626,933021.3726591629,-21.170435590525674,2924867.8510272987,-783.234888306317,1551.7798494844553,-1160.4132184467842,-778.6581211785284,-436.77009694342144
2567770.8355847327,940693.388095733,-19.57192512740058,2933624.270435841,-817.0215071568691,1619.678805052443,-1185.3593626026106,-803.0201456529868,-458.7763541400571
2545142.499520107,989761.309521394,-17.330457542361188,2913369.1406333568,-781.0826896838598,1554.9294370884047,-1148.2776077538217,-761.3933162359369,-422.252853191862
2560000.131455233,1020551.3140055644,-15.289596153083675,2939656.7342313863,-795.137279858858,1582.344497224934,-1166.6860255442539,-785.508420771381,-449.21344780780066
2538319.132002767,981013.8554266958,-12.358007736884817,2894994.4865164915,-762.8093206852291,1524.1055803470529,-1136.443984959907,-752.6475086751184,-407.4003841806195
2495673.2630924364,975440.4274683744,-9.52113244226149,2850569.8542356305,-692.3584641039675,1375.5466215364468,-1062.1756846292096,-676.7867550251773,-330.6248126978084
2545048.8673175285,952009.7983679253,-6.309963039087553,2888071.720044934,-782.6404336498657,1556.8868603715584,-1164.5088980794253,-769.600313734788,-420.4690742104478
2525684.5459740795,1022311.5866985486,-4.2594961788117285,2916006.132974955,-746.8862168053525,1485.5328087196879,-1122.0589670838099,-732.0491142048697,-385.34731576918244
2513755.59995544,983046.5327936722,-0.39908883130968986,2863630.6760221436,-709.6643445717352,1414.3441758475612,-1107.5250716115136,-714.3790808051999,-365.39915521621
2484694.482872303,998311.8782941065,2.820379804919757,2822741.270159164,-657.4457654146315,1310.4788383580058,-1055.1918732112097,-662.4855532407034,-313.6238350434585
2485169.093075796,970919.8378247684,5.821245768499634,2813570.8913696934,-678.4344767318714,1348.6988785539017,-1057.6329759061045,-664.5328652150573,-309.60963386891746
2467934.1509127766,931751.5730206534,7.534914736894323,2767745.53449713,-635.031619910692,1260.0590179452784,-1016.594827020775,-632.3014935437143,-272.3394553574953
2410304.1938073765,971907.8376264545,11.533947772056258,2702426.0774154677,-530.7727637417058,1053.293340638487,-921.0543672050121,-529.3388596195385,-176.88861062278974
2369663.8970533106,934347.7379471606,16.46310291924268,2663725.3196247756,-461.0134355207198,912.5230010043534,-819.8631223909654,-453.0284452081794,-84.94186133776883
2378144.475651448,955999.2518254899,16.89983823885067,2668174.5303083905,-482.36004114929233,957.5561264937687,-840.0921637800062,-470.6638855217246,-102.82962517760154
2135095.873190253,999437.7368617547,19.30460701933771,2386309.6971475403,-27.981021703767404,109.53703138140376,-396.32775355543896,-19.246872263918323,275.7210131594719
2291553.844410015,952076.5178733482,20.93769070931751,2584626.434011403,-326.85135120196554,659.1743384009493,-690.5526903375895,-311.6183670166477,57.39816265006544
2257807.7218746236,964456.1094307128,22.45418653459364,2547471.4972811495,-264.1811607158339,545.250026759878,-622.2536517174663,-247.9549205213449,119.07731382029776
2244855.133411236,971887.5760400315,23.691098563041617,2545196.1103520994,-228.07191003797473,481.8069098966646,-602.5600108037397,-224.40977781181567,137.775797629837
2228020.871104654,988201.6303769297,24.46410208523228,2509528.521245277,-211.63562096319697,455.1410147550212,-567.2262836112616,-192.33829506311454,166.67039592203105
2160372.7571051437,1083688.7525049443,24.498401731153145,2470742.8563566296,-64.75451812758376,197.29822494343873,-450.1453879863046,-58.141587691484894,263.4991525357847
2144539.133365422,1078791.0829090427,24.994187005505093,2454181.341165013,-20.77960648340762,35.00560819691465,-421.54876110421856,-31.150898311677413,280.056315656315
2247824.130157497,1107230.9653757364,24.49774159361761,2569055.482246526,-241.94762800193772,500.64894169969125,-598.3329079592393,-221.22273582014472,159.30914730204552
2297075.613602387,1149172.0675886762,23.745754626798576,2641367.9439384094,-329.5723677658783,657.8484198093736,-689.962907285324,-311.8956293936744,94.29411113017824
2375138.5853015324,1212761.4442372802,22.44934186115955,2750032.700983944,-470.98528817147604,924.6755231313609,-830.4023734646648,-452.6111119767554,-51.30973083694476
2422632.397591609,1273019.3148442619,20.973732910043736,2835698.798559423,-536.384090966249,1052.388776375803,-903.0804009450651,-532.3644155469734,-145.74282978627022
2463067.91694878,1303509.9060571857,19.23214928107427,2890323.345179642,-603.2185772958718,1184.8896591352373,-971.0644456256105,-602.0613527829124,-224.64327784411122
2471843.2825215366,1384926.245574993,16.90462921082267,2981071.9376939307,-604.6338932257476,1189.2186761968658,-957.7802613911547,-597.3742601845706,-225.9975733117014
2495773.7379161525,1409103.1979247092,14.702433496784913,3016203.258643638,-656.8437301082284,1296.5402477931964,-989.4185802349748,-633.5375990802966,-265.42087642807195
2517993.0185652287,1437133.591305078,11.957231161828876,3053116.1457944955,-683.5560501580029,1352.7080984689107,-1012.8138275464092,-665.0669737482106,-307.45191238499785
2515216.4944660864,1448349.8561515745,9.249581375140073,3064670.9579167184,-680.1424595263834,1342.3899531452291,-1009.8440601247875,-659.533469353295,-297.6049802401263
2548235.7492762185,1472329.5496722823,6.159547196624671,3105811.3744406537,-732.557455949735,1452.351572899112,-1049.325024406007,-707.9517910080426,-358.26200074261243
2560555.93732529,1479422.7798466429,3.208184317803326,3120027.595734336,-751.3728651221353,1489.9083455738862,-1069.4281064329984,-729.9825690181697,-385.2086467237365
