X,Z,Accumulation_sb_m
2930000.0,-410.0095581783973,1225.5077201788347
2930000.0,-410.01019855458685,1225.5070798026454
2930000.0,-410.01083885192793,1225.5064395053043
2930000.0,-407.2052109818834,1228.3120673753485
2930000.0,-371.3258608007384,1264.1914175564937
2930000.0,-371.3262961067379,1264.1909822504942
2930000.0,-367.3122144328512,1268.2050639243807
2930000.0,-367.31268674917453,1268.2045916080574
2930000.0,-366.7312624793201,1268.7860158779122
2930000.0,-304.8354242106257,1330.6818541466066
2930000.0,-277.2306799376423,1358.28659841959
2930000.0,-228.19382680991816,1407.3234515473143
2930000.0,-156.07113008420527,1479.4461482730276
2930000.0,-112.35490901065357,1523.162369346579
2930000.0,-99.75938213212615,1535.7578962251073
3350000.0,-1611.6546561624823,983.0048009512335
3490000.0,-2048.40311974389,550.5794702704865
3080000.0,-549.9018224222777,1449.5525565494363
3080000.0,-487.70773103693506,1511.7466479347793
3350000.0,-1543.7173106823143,1050.9421464314014
3350000.0,-1511.617460417854,1083.0419966958618
3490000.0,-1957.7427140662135,641.2398759481632
3490000.0,-1914.3810181666154,684.6015718477616
3490000.0,-1910.078072824538,688.9045171898393
3490000.0,-1910.0781857144275,688.9044042999501
3490000.0,-1904.9089845774918,694.0736054368862
3490000.0,-1850.2103906153814,748.7721993989962
3490000.0,-1813.2993706536831,785.6832193606948
3490000.0,-1804.0184286864828,794.9641613278955
3350000.0,-1288.5672367765371,1306.0922203371788
3490000.0,-1769.1717895909876,829.810800423392
3250000.0,-775.2237103323528,1634.096770256397
3490000.0,-1744.2946443651106,854.6879456492691
3270000.0,-857.5024492222149,1615.2430298004494
3490000.0,-1709.6889985987455,889.2935914156352
3270000.0,-821.9369639267574,1650.808515095907
3270000.0,-814.1402428908837,1658.6052361317802
3270000.0,-814.140851851527,1658.6046271711368
3270000.0,-797.5376454954388,1675.2078335272247
3270000.0,-770.5589036482748,1702.1865753743884
3270000.0,-770.5591438244918,1702.186335198172
3270000.0,-770.5593840456381,1702.1860949770255
3270000.0,-770.5596243109131,1702.1858547117502
3270000.0,-770.5598646204187,1702.1856144022447
3270000.0,-770.5601042578744,1702.1853747647892
3270000.0,-770.560342876252,1702.1851361464119
3270000.0,-764.6920120842113,1708.0534669384524
3270000.0,-764.692245145035,1708.0532338776284
3410000.0,-1304.5083180642114,1294.580347694461
3410000.0,-1281.9512629551907,1317.1374028034816
