X,Y,Z,River_mouth_Lengh_m,Accumulation_m,Accumulation_max_m,Total_accumulation
2637569.05349131,1195662.67600005,-26.142829369433578,3218266.329784128,921.4225704831686,918.1022858071833,66208.85064065889
2592517.37692493,1074032.0786196915,-15.197318902302444,3009701.5471076397,845.399311778472,952.9198506411755,67754.24523545723
2228020.871104654,988201.6303769297,14.614374982512821,2584634.686719364,234.9084327293797,981.0108835763064,69992.15406367069
2240607.064454368,1028477.4450142881,23.594336984568017,2585387.0105415783,251.94480696848765,1007.5830583797411,71381.84227120547
2481600.8233309984,1391938.0447024964,-0.21681388992685108,3473135.944727221,588.2427873484493,1026.4026517230332,72927.54630390082
2596782.1270721597,1541376.0751629334,-23.76760968064026,3311945.3310320657,781.8093000939109,1055.811892249043,74020.13739058914
2563519.650548627,1499497.5476150142,-15.987910011368067,3246059.044789646,716.4473827522095,1086.973667396257,75205.84947564892
2270691.229553651,1081348.4011329915,14.353434017093653,2497635.632415214,281.45908337285505,1101.1173669470893,76776.98651896106
2230917.49067902,897062.8670963045,23.552328820336694,2084330.8712608225,229.7548916357607,1126.0367171305218,79639.32852803732
2592129.629578821,971416.041886167,-0.0935513163716081,2993220.5128663713,861.7999520397536,1150.6388345197074,81943.70508461856
2790146.2254217668,812540.6362184797,-26.95062193436205,3320535.9129292555,1258.2663010554575,1155.9568081065959,85621.21727079751
2719357.2300956114,881132.7566986821,-15.854662010555016,3167664.6768945483,1119.0574088621327,1159.7839269259212,89148.26577521174
2389299.194245021,919977.1950756016,13.559647878688207,2756607.3833544524,482.533910583758,1170.0243922704176,91158.99340756376
2183837.042069575,781233.8423738921,23.68640117341685,2598272.642758134,140.2341804382356,1271.3055272527092,95680.36362482385
2584689.270258806,675722.7627829759,-0.5081511504442824,3129140.325811007,799.708303019036,1333.5585388450131,98984.09449257098
2823406.1673375065,680278.9697300111,-23.785776772901624,3458820.479637253,1309.468759714816,1406.939767287545,103748.3809524138
2670030.225189938,643374.0347476186,-15.167995948506121,3259820.806272045,971.2205883720688,1470.2883954958877,107332.15787839347
2208391.1232700273,751245.2108445909,14.693453394319478,2639655.4720998034,166.75223653081775,1460.818582729287,109177.95544294178
2190185.0909030978,1116533.8282692272,23.47032814639604,2560549.1074791458,166.30226661625088,1484.1214999788458,110680.9975673775
2551309.5922018886,1428062.6929327217,-0.0674744782970571,3139246.893103672,719.0005883269988,1497.19445035298,111655.14080290867
2762369.0155688846,1445612.4619087533,-26.955441957346014,3380592.7229312556,1147.766458365242,1498.9641900600407,112494.71513043647
2624040.230367106,1442170.4843424864,-15.485835736764939,3224338.479164643,851.9732002374222,1494.8862732057607,113239.56238266331
2212927.1970472424,1186706.5161019426,14.320923489364079,2640004.833316382,173.64481280922823,1504.5470023587516,114274.93005432413
2268771.0378069216,1024420.3981947964,23.521248520656986,2574252.421559128,299.7989463146013,1512.1559019832955,114725.73192880859
2637569.05349131,1195662.67600005,-0.96249035423767,3153540.5136044053,944.3398303503209,1504.7654284147445,115148.172740174
2818692.018805639,1072019.4203332872,-24.449336321312412,3457393.8469689726,1341.848987001108,1497.103436885611,115437.81048235399
2748743.132739127,1080025.9599972675,-15.392691959074169,3335626.887086276,1187.120246345323,1502.7741769997929,116750.95340368309
2306290.8538541305,1084977.9650514554,14.240320037714033,2691843.2510409663,343.84969085349815,1506.0236358237291,118614.77313686008
2257055.997317483,1025347.6220755266,23.739065846855105,2601964.159389423,285.50957562460667,1501.3811068408547,121739.0225341428
2679240.5349766524,1090066.17959284,-0.8498961346640429,3157553.928430803,1044.2761731591902,1501.469485997168,124547.72457077206
2863678.009903245,1132071.4247066895,-23.93087087513954,3432592.030580056,1425.3629706542836,1545.0075485185598,126389.97847728187
2797492.0271205883,1200362.0617508593,-14.965668909819883,3345779.1025166214,1286.4710577684841,1566.532344846559,128159.06559755089
2304870.7640402303,1075801.85751687,14.727414943646322,2714467.9292986374,335.7928746557396,1577.021741787122,131070.68120653057
2233198.6405829494,1131229.1347695447,23.269842551624247,2619143.5052050557,218.9542397562153,1614.26434261713,133597.19627651686
2712130.574253861,1110280.4433527018,-0.7198655306055437,3535207.6943937563,1107.1117232589736,1640.8421441886321,136184.447814654
2951896.9502155758,1119677.7316196833,-28.002408976612166,3495421.956778907,1650.4744090997656,1640.8311111442183,137670.7559708012
2875470.198385486,1148653.860073832,-15.311352763986337,3375961.5587938325,1482.1370043651523,1653.0278431920178,141878.63845535368
2307211.2213199437,1126324.0654887853,14.70970795269384,2699505.120433406,342.74502726953233,1709.5098275249454,144211.61668703548
2258806.0201002485,930255.1340072079,23.72580014708771,2576257.041581367,277.20064604231123,1710.4500495439938,145477.64927219396
2685990.599426889,845009.009827856,-0.48626965411745604,3417159.469717212,1059.548111445884,1734.948537620308,147671.73949036025
2941870.5035519595,1030303.1421872703,-23.81359886811028,3545802.8325961055,1631.4243982407822,1817.2242806837194,153010.96076319742
2798961.9168961574,917298.7047244151,-14.966500074279605,3330014.9505295036,1303.8518403558078,1886.6940231814926,157708.14631577008
2439572.7443205127,819559.0727807366,14.742101970492547,2845578.1151976148,558.4011267931752,1913.6980916421721,159143.82221404454
2283890.3963207463,1003877.8893704207,23.626822732624486,2631280.5348065803,317.32684527065834,1937.4562704959978,160915.84952157555
2711013.130023625,1010514.3831310216,-0.21801420530767646,3268795.7419702625,1122.8804861734131,1961.0283192952893,163015.59300564232
2982445.970505204,856663.0142148618,-25.94099463407954,3683058.7934122197,1713.8765902857292,1969.63845540453,164732.92227505063
2855178.31267577,945477.7615613465,-15.152875973409005,3483013.1719450876,1443.5985294184877,1965.553705726052,163867.62202105415
2332832.215876136,950170.5095931169,14.685883288238202,2711507.8915073723,387.6372469166191,1985.9360655673008,165219.62500283506
2286059.176587209,1036976.6124630695,23.69386568279843,2654868.083467883,329.74957189887874,1983.8832066157338,165718.10890290022
2755200.623749704,1102261.938004074,-0.13758079918973318,3320532.5846492182,1225.2028010032018,1993.5070194572404,165832.66582389944
2968023.821395151,1283017.044480346,-24.06606030991927,3599485.8045685086,1671.6028302018792,1981.1366058995814,165368.73718448466
2900067.5705091804,1153983.2134495752,-15.061329967386193,3419042.9742834736,1526.1654834933681,1982.2041941742875,164423.8081170832
2500918.554867963,1061761.4230174858,14.166340730730647,2957578.824601453,690.1851079409034,1989.2085411988742,165445.82067504496
2187009.0898776823,1225173.333429294,23.464629775566298,2654293.62214683,149.6692972273416,2003.6080759676272,166021.2235445797
2672530.3588387608,1613045.1355745716,-0.7557997846851132,3819590.9261133135,945.6771982037001,2013.4308502641506,165442.5575521884
2743208.42600949,1772973.7195498955,-24.859908853590635,3684799.426388855,1063.4710448817268,2014.713656484576,164738.9291927091
2712588.417553499,1719846.6608581287,-14.781810083952053,3608961.780852419,1004.5468028025507,1996.7346175125854,163952.942433544
2302829.3719224674,1319089.1742426925,14.73577564026347,2827000.705302577,295.26658367466763,1989.2001381188363,163326.2670639779
2229182.494511701,1190899.1344655675,23.625990852294013,2761807.4204641706,211.15459898504633,1989.998376666143,162820.62426755327
2752741.7557305396,1210461.8043629597,-0.796998853797795,3404770.058633246,1180.7017690978448,1974.038450577566,163984.7744885148
3067367.5596973132,1249140.2089183477,-25.24953269847149,3795683.154765961,1911.4663278616586,1999.7738176121186,167442.55590085598
2988384.684423904,1144929.0115221345,-15.59348474016371,3699402.7861222434,1747.2626856553063,2055.4520794123137,170341.35188575272
2468382.4444736615,1230542.0621324587,14.2134593277506,3056341.6324970913,607.8459591899673,2087.051287677686,172148.31463778912
2269707.221594562,1138397.3383232418,23.619841301987204,2696089.890952487,281.4907008445053,2098.4029012694227,172995.86816868072
